"leverantor","period","tjanst","tjanstdelt_ny","tjanstdelt_pagaende","tjanstdelt_avslutat","total_ny","total_pagaende","andel_ny","andel_pagaende"
"Arbetslivsresurs Ar AB","2020-11","Rusta och Matcha",71,380,17,895,4403,0.0793296089385475,0.0863047921871451
"Arbetslivsresurs Ar AB","2020-12","Rusta och Matcha",83,446,19,1389,5520,0.0597552195824334,0.0807971014492754
"Arbetslivsresurs Ar AB","2021-01","Rusta och Matcha",83,500,33,1239,6288,0.0669895076674738,0.0795165394402036
"Arbetslivsresurs Ar AB","2021-02","Rusta och Matcha",81,538,32,1509,7345,0.0536779324055666,0.0732471068754255
"Arbetslivsresurs Ar AB","2021-03","Rusta och Matcha",105,583,60,1509,8181,0.0695825049701789,0.0712626818237379
"Arbetslivsresurs Ar AB","2021-04","Rusta och Matcha",60,610,35,1006,8530,0.0596421471172962,0.0715123094958968
"Arbetslivsresurs Ar AB","2021-05","Rusta och Matcha",58,591,79,943,8361,0.0615058324496288,0.0706853247219232
"Arbetslivsresurs Ar AB","2021-06","Rusta och Matcha",170,663,106,2969,9747,0.0572583361401145,0.0680209295167744
"Arbetslivsresurs Ar AB","2021-07","Rusta och Matcha",323,906,89,3811,12383,0.0847546575701915,0.0731648227408544
"Arbetslivsresurs Ar AB","2021-08","Rusta och Matcha",215,1020,110,2428,13114,0.0885502471169687,0.0777794723196584
"Arbetslivsresurs Ar AB","2021-09","Rusta och Matcha",240,1157,121,2639,14018,0.0909435392194013,0.0825367384790983
"Arbetslivsresurs Ar AB","2021-10","Rusta och Matcha",378,1420,120,4365,16624,0.0865979381443299,0.0854186717998075
"Arbetslivsresurs Ar AB","2021-11","Rusta och Matcha",662,1966,138,10345,25024,0.0639922667955534,0.0785645780051151
"Arbetslivsresurs Ar AB","2021-12","Rusta och Matcha",821,2634,165,13013,35668,0.0630907553984477,0.0738477066277896
"Arbetslivsresurs Ar AB","2022-01","Rusta och Matcha",768,3171,208,10877,43054,0.0706077043302381,0.0736516932224648
"Arbetslivsresurs Ar AB","2022-02","Rusta och Matcha",1139,4037,248,16179,55202,0.0703999011063725,0.0731314082823086
"Arbetslivsresurs Ar AB","2022-03","Rusta och Matcha",1100,4800,338,15411,65117,0.0713775874375446,0.0737134696008723
"Arbetslivsresurs Ar AB","2022-04","Rusta och Matcha",758,5078,482,11321,68619,0.0669552159703206,0.074002827205293
"Arbetslivsresurs Ar AB","2022-05","Rusta och Matcha",674,5176,580,10669,70318,0.0631736807573343,0.0736084644045621
"Arbetslivsresurs Ar AB","2022-06","Rusta och Matcha",478,4995,646,7847,68443,0.0609149993628138,0.0729804362754409
"Arbetslivsresurs Ar AB","2022-07","Rusta och Matcha",473,4912,542,7911,69212,0.0597901655922134,0.0709703519620875
"Arbetslivsresurs Ar AB","2022-08","Rusta och Matcha",327,4675,568,4820,65940,0.0678423236514523,0.0708977858659387
"Arbetslivsresurs Ar AB","2022-09","Rusta och Matcha",564,4736,518,8197,66124,0.0688056606075393,0.0716230113120803
"Arbetslivsresurs Ar AB","2022-10","Rusta och Matcha",684,4877,548,11356,69163,0.0602324762240225,0.0705145814958865
"Arbetslivsresurs Ar AB","2022-11","Rusta och Matcha",673,4986,577,10934,70709,0.0615511249314066,0.0705143616795599
"Arbetslivsresurs Ar AB","2022-12","Rusta och Matcha",621,4991,626,10114,70789,0.0614000395491398,0.0705053044964613
"Arbetslivsresurs Ar AB","2023-01","Rusta och Matcha",530,4769,782,7787,67057,0.0680621548735071,0.0711186005935249
"Arbetslivsresurs Ar AB","2023-02","Rusta och Matcha",719,4785,744,11172,67672,0.0643573218761189,0.0707087126137841
"Arbetslivsresurs Ar AB","2023-03","Rusta och Matcha",785,4860,735,12440,69280,0.0631028938906752,0.0701501154734411
"Arbetslivsresurs Ar AB","2023-04","Rusta och Matcha",552,4496,938,8486,63195,0.0650483148715531,0.0711448690560962
"Arbetslivsresurs Ar AB","2023-05","Rusta och Matcha",764,4256,1005,12038,60152,0.0634656919754112,0.0707540896395797
"Arbetslivsresurs Ar AB","2023-06","Rusta och Matcha",571,3856,964,9226,55094,0.0618903099934966,0.0699894725378444
